map_name,scen_num,num_agents,solver,solved,soc,lb_soc,makespan,lb_makespan,comp_time
brc202d.map,1,10,PIBT,1,3181,3181,924,924,47
brc202d.map,1,20,PIBT,1,7634,7625,924,924,80
brc202d.map,1,30,PIBT,1,12012,11788,924,924,91
brc202d.map,1,40,PIBT,1,16810,16234,924,924,70
brc202d.map,1,50,PIBT,1,22875,21726,924,924,114
brc202d.map,1,60,PIBT,1,26207,25018,924,924,163
brc202d.map,1,70,PIBT,1,30630,29359,924,924,146
brc202d.map,1,80,PIBT,1,34386,33008,924,924,153
brc202d.map,1,90,PIBT,1,39550,37193,1017,1017,182
brc202d.map,1,100,PIBT,1,45111,42493,1017,1017,163
brc202d.map,1,110,PIBT,1,48700,46151,1017,1017,225
brc202d.map,1,120,PIBT,1,55508,52203,1040,1040,239
brc202d.map,1,130,PIBT,1,60331,56192,1040,1040,232
brc202d.map,1,140,PIBT,1,63647,58653,1040,1040,266
brc202d.map,1,150,PIBT,1,69750,63797,1040,1040,293
brc202d.map,1,160,PIBT,1,76689,70432,1040,1040,172
brc202d.map,1,170,PIBT,1,81569,75598,1040,1040,276
brc202d.map,1,180,PIBT,1,84473,78267,1040,1040,399
brc202d.map,1,190,PIBT,1,88668,80582,1040,1040,177
brc202d.map,1,200,PIBT,1,93468,85080,1040,1040,299
brc202d.map,1,210,PIBT,1,97440,88551,1040,1040,442
brc202d.map,1,220,PIBT,1,103029,93038,1040,1040,432
brc202d.map,1,230,PIBT,1,107706,97065,1040,1040,267
brc202d.map,1,240,PIBT,1,113449,101578,1040,1040,270
brc202d.map,1,10,HCA,1,3181,3181,924,924,186
brc202d.map,1,20,HCA,1,7625,7625,924,924,231
brc202d.map,1,30,HCA,1,11794,11788,924,924,254
brc202d.map,1,40,HCA,1,16249,16234,924,924,304
brc202d.map,1,290,PIBT,1,137965,123716,1040,1040,380
brc202d.map,1,300,PIBT,1,142290,127055,1040,1040,329
brc202d.map,1,310,PIBT,1,147430,130504,1040,1040,322
brc202d.map,1,320,PIBT,1,152124,134984,1040,1040,405
brc202d.map,1,250,PIBT,1,116445,104859,1040,1040,388
brc202d.map,1,260,PIBT,1,120734,109586,1040,1040,476
brc202d.map,1,270,PIBT,1,126017,113873,1040,1040,329
